age,gender,service_branch,rank,MOS,years_of_service,marital_status,dependents,education_level,months_until_contract_end,total_training_hours,specialized_courses_completed,training_score_average,certifications_held,days_since_last_training,skills_current,training_budget_spent,health_index,physical_fitness_score,medical_restrictions,days_on_medical_leave,mental_health_status,wellness_program_participation,annual_leave_taken,emergency_leave_incidents,unauthorized_absences,leave_balance,leave_to_service_ratio,total_deployments,months_deployed_last_3yrs,deployment_type,months_since_last_deployment,mission_performance_rating,combat_exposure_level,performance_review_score,commendations,disciplinary_actions,leadership_potential_score,promotion_eligible,peer_rating_score,civilian_job_offers,financial_stress_indicator,family_support_score,relocation_willingness,attrition_risk,readiness_score,training_recency_score,deployment_recency_score,contract_pressure,contract_urgency_score,time_in_rank_estimate,training_gap,training_hours_per_year_service,health_performance_index,leave_to_deployment_ratio,skill_decay_factor,fitness_to_age_ratio,deployments_per_year,commendations_to_discipline_ratio,training_efficiency,leave_utilization_rate,deployment_load,unit_avg_readiness,relative_readiness,branch_attrition_rate,mos_retention_rate,peer_group_performance,performance_trajectory,rank_avg_health,wellness_red_flag,high_stress_indicator,deployment_fatigue,low_engagement,career_stagnation,retention_risk_composite
28,Female,Army,Junior,Logistics,6,Married,2,Master,8,163,4,88.3,2,521,False,3387,81.5,60.8,False,7.0,Fair,False,8,0.0,0,22,1.33,2,20,Combat,18,5,Moderate,86.2,6,0,51.0,True,95.7,0.0,Medium,54.8,Medium,MEDIUM_RISK,51.7,0.055329755310680274,0.22313016014842982,1,0.8333333333333334,6,1,27.166666666666668,70.253,0.4,0.0,2.1714285714285713,0.3333333333333333,6.0,353.2,0.26666666666666666,0.2777777777777778,69.540625,-17.840625000000003,0.06393442622950819,0.9672131147540983,81.27435897435898,Above Average,87.2337972166998,0,0,0,0,0,3
38,Female,Army,NCO,Administration,7,Married,3,Master,32,458,9,64.7,7,34,True,13832,82.2,73.2,False,5.0,Good,False,8,2.0,0,22,1.14,2,23,Domestic,22,3,Low,72.7,0,0,45.3,False,72.5,0.0,High,47.0,Medium,LOW_RISK,82.9,0.8278784880832378,0.1598797460796939,0,0.3333333333333333,2,0,65.42857142857143,59.75940000000001,0.34782608695652173,0.8278784880832378,1.9263157894736842,0.2857142857142857,0.0,582.3000000000001,0.26666666666666666,0.27380952380952384,70.65357142857142,12.24642857142858,0.06393442622950819,0.9166666666666666,81.72773722627738,Below Average,84.65279329608938,0,1,0,0,0,2
19,Female,Army,Junior,Engineer,6,Married,4,High School,7,405,4,80.3,2,228,True,11441,79.6,100.0,False,5.0,Fair,False,15,0.0,0,15,2.5,3,18,International,35,4,Low,86.3,7,0,53.3,True,77.8,3.0,High,62.5,High,HIGH_RISK,73.8,0.28176928909495835,0.05411376622282161,1,0.8541666666666666,6,0,67.5,68.6948,0.8333333333333334,0.28176928909495835,5.2631578947368425,0.5,7.0,321.2,0.5,0.25,71.08275862068966,2.7172413793103374,0.06393442622950819,0.9482758620689655,81.27435897435898,Above Average,87.2337972166998,0,1,0,0,0,7
26,Male,Army,NCO,Intelligence,16,Single,1,Bachelor,1,985,3,68.7,4,585,False,10720,86.8,63.6,False,8.0,Excellent,True,17,2.0,0,13,1.06,5,5,International,15,1,Low,79.6,2,0,44.1,True,81.45,0.0,Medium,71.4,High,LOW_RISK,59.5,0.03877420783172201,0.2865047968601901,1,0.9791666666666666,11,1,61.5625,69.09279999999998,3.4,0.0,2.4461538461538463,0.3125,2.0,206.10000000000002,0.5666666666666667,0.026041666666666668,70.73809523809524,-11.23809523809524,0.06393442622950819,0.90625,81.10185185185185,Average,84.65279329608938,0,0,0,0,0,3
22,Female,Army,Junior,Administration,3,Married,4,High School,37,445,2,81.4,4,399,False,3193,60.4,84.4,False,0.0,Fair,True,19,0.0,0,11,6.33,2,3,Domestic,7,4,Low,69.0,1,0,36.1,False,67.8,0.0,High,74.6,Medium,LOW_RISK,69.2,0.10897174324263141,0.5580351457700471,0,0.22916666666666666,3,1,148.33333333333334,41.675999999999995,6.333333333333333,0.0,3.8363636363636364,0.6666666666666666,1.0,162.8,0.6333333333333333,0.08333333333333333,71.008,-1.8079999999999927,0.06393442622950819,0.9166666666666666,82.14514106583071,Below Average,87.2337972166998,1,1,0,1,0,5
41,Female,Air Force,NCO,Medical,12,Widowed,0,Associate,10,707,7,83.8,4,724,False,10838,84.0,80.6,False,14.0,Good,False,0,0.0,0,30,0.0,3,15,Domestic,13,5,Low,82.0,2,0,42.7,True,77.4,0.0,Low,70.6,Medium,LOW_RISK,64.8,0.01791311375735046,0.3384654251067422,1,0.7916666666666666,7,1,58.916666666666664,68.88,0.0,0.0,1.9658536585365853,0.25,2.0,586.6,0.0,0.10416666666666667,72.25217391304348,-7.452173913043481,0.08021390374331551,0.9508196721311475,82.27122302158274,Average,84.65279329608938,0,0,0,0,0,3
37,Male,Army,NCO,Logistics,6,Single,2,Associate,25,206,7,88.1,3,584,False,18552,85.4,83.7,False,13.0,Good,True,21,5.0,0,9,3.5,1,34,Domestic,16,5,Low,80.6,3,0,35.4,True,94.8,1.0,Medium,66.1,High,LOW_RISK,75.4,0.03899021957448712,0.26359713811572677,0,0.4791666666666667,1,1,34.333333333333336,68.83239999999999,0.6176470588235294,0.0,2.2621621621621624,0.16666666666666666,3.0,616.6999999999999,0.7,0.4722222222222222,75.05789473684212,0.34210526315789025,0.06393442622950819,0.9672131147540983,81.72773722627738,Average,84.65279329608938,0,0,1,0,0,3
50,Male,Army,Officer,Signal,9,Divorced,4,Bachelor,37,738,13,84.9,8,570,False,30515,88.9,70.1,False,18.0,Excellent,False,18,3.0,0,12,2.0,4,14,Combat,21,4,Low,100.0,9,0,75.5,True,81.45,1.0,Medium,32.5,Medium,LOW_RISK,78.8,0.042143843509276406,0.17377394345044514,0,0.22916666666666666,0,1,82.0,88.9,1.2857142857142858,0.0,1.402,0.4444444444444444,9.0,1103.7,0.6,0.12962962962962962,74.64999999999999,4.150000000000006,0.06393442622950819,0.9154929577464789,85.33684210526316,Above Average,82.6136690647482,0,1,0,0,0,4
26,Female,Army,Junior,Cyber Operations,4,Single,1,High School,38,515,3,76.6,1,220,True,1891,90.6,95.4,False,18.0,Good,True,10,0.0,0,20,2.5,2,33,Combat,28,4,Low,86.3,7,0,49.1,True,81.45,3.0,Low,93.3,Low,LOW_RISK,75.2,0.29457482831010734,0.09697196786440505,0,0.20833333333333334,4,0,128.75,78.18779999999998,0.30303030303030304,0.29457482831010734,3.6692307692307695,0.5,7.0,229.79999999999998,0.3333333333333333,0.6875,70.29583333333333,4.904166666666669,0.06393442622950819,0.935064935064935,82.14514106583071,Above Average,87.2337972166998,0,0,1,0,0,3
25,Female,Army,Junior,Maintenance,2,Married,1,Master,34,571,4,72.5,3,371,False,8588,97.7,82.9,False,8.0,Excellent,True,13,2.0,0,17,6.5,1,4,Domestic,10,4,Low,96.4,10,0,61.9,False,100.0,2.0,Low,39.3,Medium,LOW_RISK,71.5,0.12731243301887457,0.4345982085070782,0,0.2916666666666667,2,1,285.5,94.1828,3.25,0.0,3.3160000000000003,0.5,10.0,290.0,0.43333333333333335,0.16666666666666666,68.79032258064517,2.7096774193548328,0.06393442622950819,0.9344262295081968,82.14514106583071,Above Average,87.2337972166998,0,1,0,0,0,4
19,Male,Army,Junior,Armor,1,Single,2,High School,43,197,0,60.0,1,528,False,0,95.2,69.4,False,15.0,Good,False,16,0.0,0,14,16.0,1,10,Domestic,19,2,Low,91.1,4,0,53.7,False,81.45,2.0,Medium,80.1,Low,LOW_RISK,64.5,0.05321934433892151,0.20528965757990927,0,0.10416666666666667,1,1,197.0,86.7272,1.6,0.0,3.6526315789473687,1.0,4.0,0.0,0.5333333333333333,0.8333333333333334,68.59722222222223,-4.0972222222222285,0.06393442622950819,0.9142857142857143,82.14514106583071,Above Average,87.2337972166998,0,0,0,0,0,2
21,Female,Army,Junior,Armor,7,Divorced,5,High School,39,876,1,80.7,1,75,True,2283,99.5,100.0,False,7.0,Excellent,False,0,0.0,0,30,0.0,4,27,Domestic,17,3,Low,85.3,2,0,62.0,True,92.8,2.0,High,94.7,Medium,LOW_RISK,79.1,0.6592406302004438,0.2425210746356487,0,0.1875,7,0,125.14285714285714,84.8735,0.0,0.6592406302004438,4.761904761904762,0.5714285714285714,2.0,80.7,0.0,0.32142857142857145,68.59722222222223,10.502777777777766,0.06393442622950819,0.9142857142857143,81.27435897435898,Above Average,87.2337972166998,0,1,1,0,0,5
21,Male,Army,Junior,Aviation,6,Single,5,Master,19,238,1,91.4,1,618,False,1548,100.0,84.2,False,30.0,Good,False,6,1.0,0,24,1.0,1,7,International,1,5,Low,82.6,2,0,59.9,True,77.0,0.0,High,93.9,Medium,LOW_RISK,62.7,0.032279164031359865,0.9200444146293233,0,0.6041666666666666,6,1,39.666666666666664,82.6,0.8571428571428571,0.0,4.0095238095238095,0.16666666666666666,2.0,91.4,0.2,0.09722222222222222,70.48823529411764,-7.788235294117641,0.06393442622950819,0.9666666666666667,81.27435897435898,Above Average,87.2337972166998,0,1,0,0,0,2
33,Female,Army,NCO,Infantry,6,Married,4,Bachelor,9,912,6,81.1,5,136,True,11192,89.7,54.9,False,2.0,Excellent,True,23,4.0,0,7,3.83,3,4,Combat,13,3,Moderate,69.1,1,0,54.9,False,81.45,0.0,High,86.0,High,MEDIUM_RISK,87.2,0.46974957024142655,0.3384654251067422,1,0.8125,1,0,152.0,61.982699999999994,5.75,0.46974957024142655,1.6636363636363636,0.5,1.0,486.59999999999997,0.7666666666666667,0.05555555555555555,70.7,16.5,0.06393442622950819,0.9142857142857143,81.72773722627738,Below Average,84.65279329608938,0,1,0,1,0,6
19,Female,Army,Junior,Cyber Operations,2,Divorced,5,Bachelor,37,0,5,79.2,5,74,True,11452,91.5,80.0,False,25.0,Excellent,True,11,4.0,0,19,5.5,0,0,Domestic,999,3,Low,71.3,4,0,40.8,False,57.4,0.0,High,71.5,Medium,LOW_RISK,71.5,0.6629132704784655,0.0,0,0.22916666666666666,2,0,0.0,65.23949999999999,11.0,0.6629132704784655,4.2105263157894735,0.0,4.0,396.0,0.36666666666666664,0.0,70.29583333333333,1.2041666666666657,0.06393442622950819,0.935064935064935,82.14514106583071,Below Average,87.2337972166998,0,1,0,0,0,2
18,Female,Army,Junior,Logistics,2,Married,3,Bachelor,17,59,5,81.4,4,254,True,13453,100.0,100.0,False,3.0,Good,False,14,0.0,0,16,7.0,1,24,Domestic,6,4,Low,90.4,8,0,49.1,False,71.2,0.0,Medium,51.9,Low,LOW_RISK,79.2,0.24387216348875104,0.6065306597126334,0,0.6458333333333334,2,0,29.5,90.4,0.5833333333333334,0.24387216348875104,5.555555555555555,0.5,8.0,407.0,0.4666666666666667,1.0,69.540625,9.659374999999997,0.06393442622950819,0.9672131147540983,82.14514106583071,Above Average,87.2337972166998,0,0,0,0,0,0
41,Male,Air Force,NCO,Signal,9,Married,0,Master,23,832,3,76.1,2,18,True,3340,78.4,84.6,False,1.0,Fair,True,14,2.0,0,16,1.56,3,35,International,23,5,Low,77.9,3,0,33.1,True,72.0,0.0,Low,42.0,Medium,LOW_RISK,70.2,0.9048374180359595,0.1470964673929768,0,0.5208333333333334,4,0,92.44444444444444,61.073600000000006,0.4,0.9048374180359595,2.0634146341463415,0.3333333333333333,3.0,228.29999999999998,0.4666666666666667,0.32407407407407407,73.964,-3.763999999999996,0.08021390374331551,0.9154929577464789,81.72773722627738,Average,84.65279329608938,0,1,1,0,0,3
37,Male,Navy,NCO,Military Police,13,Married,0,High School,26,719,4,81.9,5,43,True,4793,83.1,68.6,False,6.0,Fair,False,20,2.0,0,10,1.54,3,34,Combat,24,4,Low,84.8,2,0,64.0,True,85.3,0.0,Low,70.7,Medium,LOW_RISK,83.2,0.7875023777759395,0.1353352832366127,0,0.4583333333333333,8,0,55.30769230769231,70.46879999999999,0.5882352941176471,0.7875023777759395,1.854054054054054,0.23076923076923078,2.0,327.6,0.6666666666666666,0.21794871794871795,73.65185185185184,9.548148148148158,0.04433497536945813,0.9696969696969697,82.27122302158274,Above Average,84.65279329608938,0,0,1,0,0,1
42,Male,Army,Officer,Armor,21,Divorced,1,Associate,7,1495,15,76.0,8,50,True,31394,87.0,66.2,True,29.0,Concern,False,12,0.0,0,18,0.57,7,19,International,5,4,Low,65.8,4,0,47.9,False,81.45,0.0,Low,56.4,Medium,MEDIUM_RISK,78.6,0.7574651283969664,0.6592406302004438,1,0.8541666666666666,11,0,71.19047619047619,57.245999999999995,0.631578947368421,0.7574651283969664,1.5761904761904764,0.3333333333333333,4.0,1140.0,0.4,0.07539682539682539,73.95833333333333,4.641666666666666,0.06393442622950819,0.9142857142857143,81.71122448979591,Below Average,82.6136690647482,1,0,0,1,1,6
31,Female,Navy,NCO,Special Forces,8,Married,0,Bachelor,35,423,5,71.0,2,515,False,5324,86.8,60.3,False,3.0,Good,True,13,1.0,1,17,1.62,4,20,Combat,32,4,High,85.1,5,0,42.0,True,97.6,1.0,Low,59.7,Medium,LOW_RISK,62.5,0.057205163647614056,0.06948345122280154,0,0.2708333333333333,3,1,52.875,73.8668,0.65,0.0,1.9451612903225806,0.5,5.0,355.0,0.43333333333333335,0.20833333333333334,71.82413793103449,-9.324137931034485,0.04433497536945813,0.9620253164556962,81.72773722627738,Above Average,84.65279329608938,0,0,0,0,0,2
26,Male,Army,NCO,Special Forces,17,Single,3,Bachelor,3,1298,4,79.2,3,571,False,12177,88.3,81.5,False,8.0,Excellent,False,16,0.0,0,14,0.94,5,5,Domestic,17,4,Low,91.4,8,0,57.1,True,80.5,1.0,High,83.8,High,HIGH_RISK,65.2,0.04191036021057717,0.2425210746356487,1,0.9375,12,1,76.3529411764706,80.7062,3.2,0.0,3.1346153846153846,0.29411764705882354,8.0,316.8,0.5333333333333333,0.024509803921568627,71.82413793103449,-6.624137931034483,0.06393442622950819,0.9620253164556962,81.10185185185185,Above Average,84.65279329608938,0,1,0,0,0,7
37,Male,Air Force,NCO,Maintenance,10,Married,5,Associate,18,1084,5,79.0,4,576,False,12848,93.3,87.6,False,16.0,Fair,True,21,0.0,1,9,2.1,4,8,International,11,4,Low,69.4,0,0,38.6,False,78.2,0.0,High,66.4,High,LOW_RISK,68.2,0.04076220397836621,0.39984965434484737,0,0.625,5,1,108.4,64.7502,2.625,0.0,2.3675675675675674,0.4,0.0,395.0,0.7,0.06666666666666667,73.85,-5.6499999999999915,0.08021390374331551,0.9344262295081968,81.72773722627738,Below Average,84.65279329608938,0,1,0,1,0,3
40,Female,Army,Officer,Armor,20,Single,5,Associate,18,1603,11,98.8,5,582,False,25114,66.4,77.1,False,9.0,Good,False,23,2.0,0,7,1.15,7,15,International,27,5,Low,83.1,2,0,84.3,True,69.6,0.0,High,70.4,High,MEDIUM_RISK,75.6,0.03942585997900747,0.10539922456186433,0,0.625,10,1,80.15,55.1784,1.5333333333333334,0.0,1.9274999999999998,0.35,2.0,1086.8,0.7666666666666667,0.0625,73.95833333333333,1.6416666666666657,0.06393442622950819,0.9142857142857143,81.71122448979591,Above Average,82.6136690647482,1,1,0,0,0,4
29,Female,Navy,Junior,Cyber Operations,4,Widowed,1,High School,16,227,0,71.9,3,303,True,1644,100.0,87.8,False,9.0,Fair,False,13,0.0,0,17,3.25,2,33,International,4,4,Low,94.9,8,0,49.3,True,100.0,0.0,Medium,100.0,Medium,LOW_RISK,71.6,0.18575376371409136,0.7165313105737893,0,0.6666666666666666,4,0,56.75,94.9,0.3939393939393939,0.18575376371409136,3.027586206896552,0.5,8.0,0.0,0.43333333333333335,0.6875,70.29583333333333,1.30416666666666,0.04433497536945813,0.935064935064935,82.14514106583071,Above Average,87.2337972166998,0,0,1,0,0,1
41,Male,Army,NCO,Administration,5,Single,1,High School,3,0,4,78.4,4,142,True,7782,88.0,78.9,False,4.0,Excellent,False,12,0.0,0,18,2.4,2,19,International,23,3,Low,95.9,9,0,57.8,True,90.8,0.0,Medium,63.3,High,MEDIUM_RISK,80.5,0.45434934753201073,0.1470964673929768,1,0.9375,0,0,0.0,84.39200000000001,0.631578947368421,0.45434934753201073,1.9243902439024392,0.4,9.0,313.6,0.4,0.31666666666666665,70.65357142857142,9.846428571428575,0.06393442622950819,0.9166666666666666,84.10000000000001,Above Average,84.65279329608938,0,0,0,0,0,3
22,Male,Army,Junior,Logistics,0,Single,0,Bachelor,46,93,3,77.4,2,202,True,10931,84.8,75.2,False,8.0,Fair,False,14,0.0,0,16,14.0,0,0,Domestic,999,3,Low,72.7,0,0,25.1,False,67.0,0.0,Low,85.6,Low,LOW_RISK,58.0,0.3255555334454577,0.0,0,0.041666666666666664,0,0,93.0,61.6496,14.0,0.3255555334454577,3.4181818181818184,0.0,0.0,232.20000000000002,0.4666666666666667,0.0,69.540625,-11.540625000000006,0.06393442622950819,0.9672131147540983,82.14514106583071,Average,87.2337972166998,0,0,0,0,0,0
38,Male,Army,Officer,Medical,12,Divorced,2,Master,6,1118,10,75.5,7,207,True,18137,100.0,92.3,False,11.0,Excellent,False,24,1.0,0,6,2.0,3,18,Domestic,34,4,Low,90.8,6,0,86.8,True,100.0,0.0,Low,83.9,Low,LOW_RISK,83.1,0.3166367693790533,0.05881647164242988,1,0.875,2,0,93.16666666666667,90.8,1.3333333333333333,0.3166367693790533,2.4289473684210527,0.25,6.0,755.0,0.8,0.125,74.74545454545455,8.354545454545445,0.06393442622950819,0.9508196721311475,83.75909090909092,Above Average,82.6136690647482,0,0,0,0,0,3
32,Male,Air Force,NCO,Human Resources,8,Single,2,Bachelor,20,300,2,85.1,3,415,False,2898,86.8,78.8,False,4.0,Good,False,20,0.0,0,10,2.5,3,19,Combat,21,3,Low,94.3,10,0,39.8,True,88.7,3.0,Medium,61.7,High,MEDIUM_RISK,69.3,0.09970339448972612,0.17377394345044514,0,0.5833333333333334,3,1,37.5,81.8524,1.0526315789473684,0.0,2.4625,0.375,10.0,170.2,0.6666666666666666,0.19791666666666666,73.8103448275862,-4.510344827586209,0.08021390374331551,0.9577464788732395,81.72773722627738,Above Average,84.65279329608938,0,0,0,0,0,2
26,Female,Army,Junior,Signal,1,Married,5,Master,3,67,3,100.0,3,221,True,1835,88.9,96.3,False,52.0,Excellent,True,12,0.0,2,18,12.0,2,34,Domestic,22,3,Low,88.0,3,0,77.7,False,100.0,3.0,High,56.2,Medium,HIGH_RISK,77.2,0.2929428389873379,0.1598797460796939,1,0.9375,1,0,67.0,78.23200000000001,0.35294117647058826,0.2929428389873379,3.7038461538461536,2.0,3.0,300.0,0.4,2.8333333333333335,67.64999999999999,9.550000000000011,0.06393442622950819,0.9154929577464789,82.14514106583071,Above Average,87.2337972166998,1,1,1,0,0,10
54,Male,Air Force,Officer,Artillery,24,Married,0,High School,42,1959,7,76.8,3,362,True,13154,77.1,78.6,False,8.0,Excellent,False,4,1.0,1,26,0.17,8,3,Combat,1,5,Moderate,90.4,7,0,73.1,True,84.7,0.0,Low,37.4,Medium,LOW_RISK,80.3,0.13383988104205138,0.9200444146293233,0,0.125,14,0,81.625,69.6984,1.3333333333333333,0.13383988104205138,1.4555555555555555,0.3333333333333333,7.0,537.6,0.13333333333333333,0.010416666666666666,79.45,0.8499999999999943,0.08021390374331551,0.9014084507042254,81.71122448979591,Above Average,82.6136690647482,0,1,0,0,0,2
26,Female,Air Force,Junior,Administration,7,Divorced,2,Master,9,753,1,85.2,3,81,True,0,100.0,91.6,False,17.0,Good,True,23,0.0,0,7,3.29,4,10,International,32,3,Low,85.2,3,0,48.2,True,94.1,2.0,High,74.9,High,MEDIUM_RISK,83.1,0.6376281516217733,0.06948345122280154,1,0.8125,7,0,107.57142857142857,85.2,2.3,0.6376281516217733,3.523076923076923,0.5714285714285714,3.0,85.2,0.7666666666666667,0.11904761904761904,71.008,12.091999999999999,0.08021390374331551,0.9166666666666666,81.27435897435898,Above Average,87.2337972166998,0,1,0,0,0,7
20,Female,Army,Junior,Cyber Operations,0,Single,0,Bachelor,25,0,4,60.9,4,563,False,12588,89.3,81.9,False,13.0,Fair,False,24,2.0,0,6,24.0,2,3,International,28,4,Low,84.1,1,2,50.1,False,85.3,0.0,Low,70.7,Low,LOW_RISK,60.1,0.04381505593849484,0.09697196786440505,0,0.4791666666666667,0,1,0.0,75.1013,8.0,0.0,4.095000000000001,2.0,0.5,243.6,0.8,0.25,70.29583333333333,-10.195833333333333,0.06393442622950819,0.935064935064935,82.14514106583071,Average,87.2337972166998,0,0,0,1,0,1
23,Male,Army,Junior,Intelligence,6,Single,1,High School,8,305,0,76.1,3,285,True,1409,82.9,63.9,False,19.0,Fair,False,7,0.0,0,23,1.17,1,4,Combat,18,3,Moderate,76.2,1,0,35.0,True,83.0,0.0,Low,45.8,Medium,LOW_RISK,74.8,0.20528965757990927,0.22313016014842982,1,0.8333333333333334,6,0,50.833333333333336,63.1698,1.75,0.20528965757990927,2.778260869565217,0.16666666666666666,1.0,0.0,0.23333333333333334,0.05555555555555555,66.50810810810812,8.29189189189188,0.06393442622950819,0.90625,81.27435897435898,Below Average,87.2337972166998,0,1,0,0,0,5
37,Female,Army,NCO,Medical,9,Divorced,5,Bachelor,17,629,2,95.6,1,369,False,8868,94.3,86.0,False,2.0,Excellent,False,12,0.0,0,18,1.33,2,26,Combat,7,4,Low,84.1,4,0,57.0,True,74.0,0.0,High,95.4,High,LOW_RISK,66.9,0.12873490358780423,0.5580351457700471,0,0.6458333333333334,4,1,69.88888888888889,79.3063,0.46153846153846156,0.0,2.324324324324324,0.2222222222222222,4.0,191.2,0.4,0.24074074074074073,72.25217391304348,-5.3521739130434725,0.06393442622950819,0.9508196721311475,81.72773722627738,Above Average,84.65279329608938,0,1,1,0,0,3
25,Male,Air Force,Junior,Maintenance,1,Married,2,Master,27,337,3,79.5,2,492,False,5313,99.7,80.1,False,3.0,Excellent,False,21,0.0,1,9,21.0,2,29,International,6,4,Low,88.4,5,0,49.0,False,70.1,3.0,Low,82.5,Medium,MEDIUM_RISK,66.9,0.06500225396303454,0.6065306597126334,0,0.4375,1,1,337.0,88.13480000000001,0.7241379310344828,0.0,3.2039999999999997,2.0,5.0,238.5,0.7,2.4166666666666665,68.79032258064517,-1.8903225806451616,0.08021390374331551,0.9344262295081968,82.14514106583071,Above Average,87.2337972166998,0,0,1,0,0,3
26,Male,Army,Junior,Maintenance,7,Married,1,High School,13,769,1,85.0,1,346,True,2646,100.0,95.2,False,7.0,Good,False,18,0.0,0,12,2.57,2,22,Domestic,14,4,Low,79.9,0,0,44.8,True,70.5,0.0,Low,70.4,Medium,LOW_RISK,73.5,0.14628153060567697,0.3114032239145977,0,0.7291666666666666,7,0,109.85714285714286,79.9,0.8181818181818182,0.14628153060567697,3.661538461538462,0.2857142857142857,0.0,85.0,0.6,0.2619047619047619,68.79032258064517,4.709677419354833,0.06393442622950819,0.9344262295081968,81.27435897435898,Average,87.2337972166998,0,0,0,0,0,0
28,Female,Navy,Junior,Logistics,4,Single,1,High School,45,316,1,73.8,2,204,True,4608,93.3,82.2,False,19.0,Fair,False,1,3.0,0,29,0.25,3,23,Combat,30,3,Low,81.3,3,0,61.6,True,77.3,0.0,Medium,62.6,Medium,LOW_RISK,71.3,0.3219582715376759,0.0820849986238988,0,0.0625,4,0,79.0,75.85289999999999,0.043478260869565216,0.3219582715376759,2.935714285714286,0.75,3.0,73.8,0.03333333333333333,0.4791666666666667,69.540625,1.7593749999999915,0.04433497536945813,0.9672131147540983,82.14514106583071,Average,87.2337972166998,0,0,0,0,0,0
28,Female,Army,NCO,Maintenance,6,Married,1,High School,2,684,5,82.6,2,25,True,8721,98.5,100.0,True,8.0,Excellent,True,7,0.0,1,23,1.17,2,17,Combat,14,2,Moderate,91.0,8,0,37.4,True,89.0,0.0,Medium,65.7,Medium,MEDIUM_RISK,90.7,0.8703247258333905,0.3114032239145977,1,0.9583333333333334,1,0,114.0,89.635,0.4117647058823529,0.8703247258333905,3.5714285714285716,0.3333333333333333,8.0,413.0,0.23333333333333334,0.2361111111111111,73.85,16.85000000000001,0.06393442622950819,0.9344262295081968,81.72773722627738,Above Average,84.65279329608938,0,0,0,0,0,3
35,Female,Navy,Officer,Cyber Operations,24,Single,4,Bachelor,31,1446,15,96.3,8,553,False,32911,82.3,58.7,False,35.0,Good,False,19,1.0,0,11,0.79,8,32,Combat,9,5,Moderate,99.5,10,0,77.7,True,94.7,0.0,Medium,46.4,High,LOW_RISK,79.0,0.046318111270804645,0.4723665527410147,0,0.3541666666666667,14,1,60.25,81.8885,0.59375,0.0,1.6771428571428573,0.3333333333333333,10.0,1444.5,0.6333333333333333,0.1111111111111111,76.8,2.200000000000003,0.04433497536945813,0.935064935064935,81.71122448979591,Above Average,82.6136690647482,1,1,1,0,0,5
33,Female,Army,NCO,Human Resources,14,Married,5,Bachelor,32,1278,2,68.4,1,69,True,671,95.8,40.6,True,8.0,Excellent,False,17,0.0,2,13,1.21,6,6,International,31,5,Low,66.6,4,0,38.9,False,81.45,0.0,High,57.9,Medium,LOW_RISK,73.2,0.6815856661938479,0.07552184450877376,0,0.3333333333333333,9,0,91.28571428571429,63.80279999999999,2.8333333333333335,0.6815856661938479,1.2303030303030305,0.42857142857142855,4.0,136.8,0.5666666666666667,0.03571428571428571,73.8103448275862,-0.6103448275862036,0.06393442622950819,0.9577464788732395,82.27122302158274,Below Average,84.65279329608938,0,1,0,1,1,3
19,Male,Navy,Junior,Infantry,3,Married,0,Bachelor,4,16,0,100.0,0,516,False,0,97.1,92.0,False,2.0,Good,False,20,1.0,0,10,6.67,0,0,Domestic,999,3,Low,97.2,6,0,59.7,False,81.45,0.0,Low,84.5,Medium,LOW_RISK,57.5,0.056888238346101516,0.0,1,0.9166666666666666,3,1,5.333333333333333,94.38119999999999,20.0,0.0,4.842105263157895,0.0,6.0,0.0,0.6666666666666666,0.0,68.40322580645162,-10.903225806451616,0.04433497536945813,0.9142857142857143,82.14514106583071,Above Average,87.2337972166998,0,0,0,0,0,3
38,Male,Army,NCO,Cyber Operations,15,Married,2,Bachelor,47,1553,3,64.5,3,492,False,6588,89.3,72.9,False,2.0,Excellent,False,20,3.0,1,10,1.33,6,25,Combat,18,4,High,79.2,3,0,42.0,True,81.45,0.0,Medium,70.4,Medium,LOW_RISK,61.7,0.06500225396303454,0.22313016014842982,0,0.020833333333333332,10,1,103.53333333333333,70.7256,0.8,0.0,1.918421052631579,0.4,3.0,193.5,0.6666666666666666,0.1388888888888889,70.75238095238095,-9.052380952380943,0.06393442622950819,0.935064935064935,82.27122302158274,Average,84.65279329608938,0,0,1,0,0,1
23,Male,Army,Junior,Armor,0,Single,1,High School,47,0,0,75.1,2,240,True,4109,72.9,73.4,False,9.0,Excellent,True,17,0.0,0,13,17.0,0,0,Domestic,999,3,Low,81.8,1,0,45.9,False,79.4,0.0,Low,100.0,Medium,LOW_RISK,59.6,0.26359713811572677,0.0,0,0.020833333333333332,0,0,0.0,59.632200000000005,17.0,0.26359713811572677,3.191304347826087,0.0,1.0,0.0,0.5666666666666667,0.0,68.59722222222223,-8.997222222222227,0.06393442622950819,0.9142857142857143,82.14514106583071,Average,87.2337972166998,0,0,0,0,0,0
40,Male,Army,Officer,Human Resources,10,Married,4,High School,41,629,9,71.6,4,361,True,22325,79.5,57.1,True,75.0,Excellent,False,18,1.0,0,12,1.8,4,28,Domestic,26,5,Low,89.3,3,0,92.1,True,85.6,0.0,Medium,58.0,Low,LOW_RISK,72.9,0.13458550519718152,0.11455884399268773,0,0.14583333333333334,0,0,62.9,70.9935,0.6428571428571429,0.13458550519718152,1.4275,0.4,3.0,644.4,0.6,0.23333333333333334,75.15714285714286,-2.2571428571428527,0.06393442622950819,0.9577464788732395,85.33684210526316,Above Average,82.6136690647482,1,0,1,0,0,3
